cdli_name,unicode_name
UD5~b,PROTO-CUNEIFORM SIGN UD5-B
UD5~c,PROTO-CUNEIFORM SIGN UD5-C
UDU~a,PROTO-CUNEIFORM SIGN UDU-A
|(UDU~axTAR)~a|,PROTO-CUNEIFORM SIGN UDU-A TIMES TAR FORM A
|(UDU~axTAR)~b|,PROTO-CUNEIFORM SIGN UDU-A TIMES TAR FORM B
UDU~b,PROTO-CUNEIFORM SIGN UDU-B
UDU~c,PROTO-CUNEIFORM SIGN UDU-C
UDUNITA~a,PROTO-CUNEIFORM SIGN UDUNITA-A
UDUNITA~b,PROTO-CUNEIFORM SIGN UDUNITA-B
UDUNITA~c,PROTO-CUNEIFORM SIGN UDUNITA-C
UET2_405,PROTO-CUNEIFORM SIGN UET2\_405
UH,PROTO-CUNEIFORM SIGN UH
UH3~a,PROTO-CUNEIFORM SIGN UH3-A
UH3~a@t,PROTO-CUNEIFORM SIGN UH3-A TENU
UH3~b,PROTO-CUNEIFORM SIGN UH3-B
UKKIN~a,PROTO-CUNEIFORM SIGN UKKIN-A
UKKIN~a,PROTO-CUNEIFORM SIGN UKKIN-A VARIANT 1
UKKIN~b,PROTO-CUNEIFORM SIGN UKKIN-B
|UKKIN~bx2(N01)|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES TWO-N1
|UKKIN~bx3(N01)|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES THREE-N1
|UKKIN~bx5(N01)|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES FIVE-N1
UKKIN~b,PROTO-CUNEIFORM SIGN UKKIN-B VARIANT 1
|UKKIN~bxDIN|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES DIN
|UKKIN~bx(DIN.1(N01))|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES DIN BESIDE ONE-N1
|UKKIN~bxDUG~a|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES DUG-A
|UKKIN~bxHI@g~a|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES HI GUNU-A
|UKKIN~bxNI~a|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES NI-A
|UKKIN~bxX|,PROTO-CUNEIFORM SIGN UKKIN-B TIMES X
UKKIN~c,PROTO-CUNEIFORM SIGN UKKIN-C
UMBIN~a,PROTO-CUNEIFORM SIGN UMBIN-A
UMBIN~b1,PROTO-CUNEIFORM SIGN UMBIN-B1
UMBIN~b2,PROTO-CUNEIFORM SIGN UMBIN-B2
UMBIN~c,PROTO-CUNEIFORM SIGN UMBIN-C
UMUN2,PROTO-CUNEIFORM SIGN UMUN2
UMUN2,PROTO-CUNEIFORM SIGN UMUN2 VARIANT 1
UNUG~a,PROTO-CUNEIFORM SIGN UNUG-A
|UNUG~axA@t|,PROTO-CUNEIFORM SIGN UNUG-A TIMES A TENU
UNUG~a,PROTO-CUNEIFORM SIGN UNUG-A VARIANT 1
UNUG~a@s,PROTO-CUNEIFORM SIGN UNUG-A SHESSHIG
UNUG~b,PROTO-CUNEIFORM SIGN UNUG-B
UNUG~c,PROTO-CUNEIFORM SIGN UNUG-C
UR~a,PROTO-CUNEIFORM SIGN UR-A
|UR~axKAR2|,PROTO-CUNEIFORM SIGN UR-A TIMES KAR2
UR~a@g,PROTO-CUNEIFORM SIGN UR-A GUNU
UR~b,PROTO-CUNEIFORM SIGN UR-B
UR~c,PROTO-CUNEIFORM SIGN UR-C
UR2,PROTO-CUNEIFORM SIGN UR2
|UR2x1(N57)|,PROTO-CUNEIFORM SIGN UR2 TIMES ONE-N57
|UR2xTAR|,PROTO-CUNEIFORM SIGN UR2 TIMES TAR
UR3~a1,PROTO-CUNEIFORM SIGN UR3-A1
UR3~a1,PROTO-CUNEIFORM SIGN UR3-A1 VARIANT 1
UR3~a2,PROTO-CUNEIFORM SIGN UR3-A2
UR3~a3,PROTO-CUNEIFORM SIGN UR3-A3
UR3~b1,PROTO-CUNEIFORM SIGN UR3-B1
|UR3~b1xMASZ|,PROTO-CUNEIFORM SIGN UR3-B1 TIMES MASH
UR3~b2,PROTO-CUNEIFORM SIGN UR3-B2
UR4~a,PROTO-CUNEIFORM SIGN UR4-A
UR4~b,PROTO-CUNEIFORM SIGN UR4-B
UR4~c,PROTO-CUNEIFORM SIGN UR4-C
UR5~a,PROTO-CUNEIFORM SIGN UR5-A
UR5~b,PROTO-CUNEIFORM SIGN UR5-B
URI,PROTO-CUNEIFORM SIGN URI
URI2,PROTO-CUNEIFORM SIGN URI2
URI3~a,PROTO-CUNEIFORM SIGN URI3-A
URI3~a,PROTO-CUNEIFORM SIGN URI3-A VARIANT 1
|URI3~a+IB~a|,PROTO-CUNEIFORM SIGN URI3-A JOINING IB-A
URI3~b,PROTO-CUNEIFORM SIGN URI3-B
URI5,PROTO-CUNEIFORM SIGN URI5
URU~a1,PROTO-CUNEIFORM SIGN URU-A1
|URU~a1x1(N57)|,PROTO-CUNEIFORM SIGN URU-A1 TIMES ONE-N57
|URU~a1x2(N57)|,PROTO-CUNEIFORM SIGN URU-A1 TIMES TWO-N57
|URU~a1xA|,PROTO-CUNEIFORM SIGN URU-A1 TIMES A
|URU~a1xAMAR|,PROTO-CUNEIFORM SIGN URU-A1 TIMES AMAR
|URU~a1xGU4|,PROTO-CUNEIFORM SIGN URU-A1 TIMES GU4
|URU~a1xHI@g~a|,PROTO-CUNEIFORM SIGN URU-A1 TIMES HI GUNU-A
|URU~a1xNIMGIR|,PROTO-CUNEIFORM SIGN URU-A1 TIMES NIMGIR
|URU~a1xU4|,PROTO-CUNEIFORM SIGN URU-A1 TIMES U4
|URU~a1xX|,PROTO-CUNEIFORM SIGN URU-A1 TIMES X
URU~a1@n,PROTO-CUNEIFORM SIGN URU-A1 NUTILLU
URU~a2,PROTO-CUNEIFORM SIGN URU-A2
|URU~a2x1(N58)|,PROTO-CUNEIFORM SIGN URU-A2 TIMES ONE-N58
|URU~a3xKALAM~a|,PROTO-CUNEIFORM SIGN URU-A3 TIMES KALAM-A
URU~b1,PROTO-CUNEIFORM SIGN URU-B1
URU~b2,PROTO-CUNEIFORM SIGN URU-B2
URU~c,PROTO-CUNEIFORM SIGN URU-C
URUDU~a,PROTO-CUNEIFORM SIGN URUDU-A
URUDU~a,PROTO-CUNEIFORM SIGN URUDU-A VARIANT 1
URUDU~a,PROTO-CUNEIFORM SIGN URUDU-A VARIANT 2
URUDU~c,PROTO-CUNEIFORM SIGN URUDU-C
URUDU~d,PROTO-CUNEIFORM SIGN URUDU-D
URUDU@g~a,PROTO-CUNEIFORM SIGN URUDU GUNU-A
URUDU@g~b,PROTO-CUNEIFORM SIGN URUDU GUNU-B
URUDU@g~c,PROTO-CUNEIFORM SIGN URUDU GUNU-C
URUDU@g~d,PROTO-CUNEIFORM SIGN URUDU GUNU-D
USZ~a,PROTO-CUNEIFORM SIGN USH-A
|USZ~a&USZ~a|,PROTO-CUNEIFORM SIGN USH-A OVER USH-A
USZ~b,PROTO-CUNEIFORM SIGN USH-B
USZ~b,PROTO-CUNEIFORM SIGN USH-B VARIANT 1
|USZ~bxTAR~c|,PROTO-CUNEIFORM SIGN USH-B TIMES TAR-C
|USZ~bxTAR~c|,PROTO-CUNEIFORM SIGN USH-B TIMES TAR-C VARIANT 1
|USZ~bxTAR~d|,PROTO-CUNEIFORM SIGN USH-B TIMES TAR-D
|USZ~b&USZ~b|,PROTO-CUNEIFORM SIGN USH-B OVER USH-B
USZUMGAL,PROTO-CUNEIFORM SIGN USHUMGAL
USZUR3~a,PROTO-CUNEIFORM SIGN USHUR3-A
USZUR3~b1,PROTO-CUNEIFORM SIGN USHUR3-B1
USZUR3~b2,PROTO-CUNEIFORM SIGN USHUR3-B2
UTUA~a,PROTO-CUNEIFORM SIGN UTUA-A
UTUA~a@t,PROTO-CUNEIFORM SIGN UTUA-A TENU
UTUA~b,PROTO-CUNEIFORM SIGN UTUA-B
UTUA~b,PROTO-CUNEIFORM SIGN UTUA-B VARIANT 1
UTUL~a,PROTO-CUNEIFORM SIGN UTUL-A
UTUL~b,PROTO-CUNEIFORM SIGN UTUL-B
UTUL~c,PROTO-CUNEIFORM SIGN UTUL-C
UTUL~d,PROTO-CUNEIFORM SIGN UTUL-D
UZU,PROTO-CUNEIFORM SIGN UZU
ZA~x,PROTO-CUNEIFORM SIGN ZA-X
ZABALAM~a,PROTO-CUNEIFORM SIGN ZABALAM-A
ZABALAM~b,PROTO-CUNEIFORM SIGN ZABALAM-B
ZADIM,PROTO-CUNEIFORM SIGN ZADIM
ZAG~a,PROTO-CUNEIFORM SIGN ZAG-A
ZAG~a,PROTO-CUNEIFORM SIGN ZAG-A VARIANT 1
ZAG~b,PROTO-CUNEIFORM SIGN ZAG-B
ZAG~c,PROTO-CUNEIFORM SIGN ZAG-C
ZAR~a,PROTO-CUNEIFORM SIGN ZAR-A
ZAR~b1,PROTO-CUNEIFORM SIGN ZAR-B1
ZAR~b2,PROTO-CUNEIFORM SIGN ZAR-B2
ZAR~c,PROTO-CUNEIFORM SIGN ZAR-C
ZATU620,PROTO-CUNEIFORM SIGN ZATU620
ZATU621~a,PROTO-CUNEIFORM SIGN ZATU621-A
ZATU621~b,PROTO-CUNEIFORM SIGN ZATU621-B
ZATU621~c,PROTO-CUNEIFORM SIGN ZATU621-C
ZATU621~d,PROTO-CUNEIFORM SIGN ZATU621-D
ZATU622,PROTO-CUNEIFORM SIGN ZATU622
ZATU623,PROTO-CUNEIFORM SIGN ZATU623
ZATU623,PROTO-CUNEIFORM SIGN ZATU623 VARIANT 1
ZATU623,PROTO-CUNEIFORM SIGN ZATU623 VARIANT 2
ZATU624~a,PROTO-CUNEIFORM SIGN ZATU624-A
ZATU624~b,PROTO-CUNEIFORM SIGN ZATU624-B
ZATU624~c,PROTO-CUNEIFORM SIGN ZATU624-C
ZATU625,PROTO-CUNEIFORM SIGN ZATU625
ZATU625,PROTO-CUNEIFORM SIGN ZATU625 VARIANT 1
ZATU626~a,PROTO-CUNEIFORM SIGN ZATU626-A
ZATU626~b,PROTO-CUNEIFORM SIGN ZATU626-B
ZATU626~c,PROTO-CUNEIFORM SIGN ZATU626-C
ZATU627,PROTO-CUNEIFORM SIGN ZATU627
ZATU628~a,PROTO-CUNEIFORM SIGN ZATU628-A
ZATU628~a,PROTO-CUNEIFORM SIGN ZATU628-A VARIANT 1
ZATU628~b,PROTO-CUNEIFORM SIGN ZATU628-B
ZATU629,PROTO-CUNEIFORM SIGN ZATU629
ZATU629,PROTO-CUNEIFORM SIGN ZATU629 VARIANT 1
ZATU630,PROTO-CUNEIFORM SIGN ZATU630
ZATU631,PROTO-CUNEIFORM SIGN ZATU631
ZATU632~a,PROTO-CUNEIFORM SIGN ZATU632-A
ZATU632~a,PROTO-CUNEIFORM SIGN ZATU632-A VARIANT 1
ZATU632~b,PROTO-CUNEIFORM SIGN ZATU632-B
ZATU632~c,PROTO-CUNEIFORM SIGN ZATU632-C
ZATU633~a,PROTO-CUNEIFORM SIGN ZATU633-A
ZATU633~b,PROTO-CUNEIFORM SIGN ZATU633-B
ZATU634,PROTO-CUNEIFORM SIGN ZATU634
ZATU635,PROTO-CUNEIFORM SIGN ZATU635
ZATU636,PROTO-CUNEIFORM SIGN ZATU636
ZATU636,PROTO-CUNEIFORM SIGN ZATU636 VARIANT 1
ZATU637,PROTO-CUNEIFORM SIGN ZATU637
ZATU639,PROTO-CUNEIFORM SIGN ZATU639
ZATU640,PROTO-CUNEIFORM SIGN ZATU640
ZATU641,PROTO-CUNEIFORM SIGN ZATU641
ZATU642,PROTO-CUNEIFORM SIGN ZATU642
ZATU643,PROTO-CUNEIFORM SIGN ZATU643
ZATU644~a,PROTO-CUNEIFORM SIGN ZATU644-A
|ZATU644~ax1(N14)|,PROTO-CUNEIFORM SIGN ZATU644-A TIMES ONE-N14
ZATU644~b,PROTO-CUNEIFORM SIGN ZATU644-B
ZATU646,PROTO-CUNEIFORM SIGN ZATU646
ZATU647,PROTO-CUNEIFORM SIGN ZATU647
ZATU647,PROTO-CUNEIFORM SIGN ZATU647 VARIANT 1
ZATU648,PROTO-CUNEIFORM SIGN ZATU648
ZATU649,PROTO-CUNEIFORM SIGN ZATU649
ZATU649,PROTO-CUNEIFORM SIGN ZATU649 VARIANT 1
ZATU650,PROTO-CUNEIFORM SIGN ZATU650
ZATU651,PROTO-CUNEIFORM SIGN ZATU651
ZATU651,PROTO-CUNEIFORM SIGN ZATU651 VARIANT 1
ZATU651,PROTO-CUNEIFORM SIGN ZATU651 VARIANT 2
|ZATU651xAN|,PROTO-CUNEIFORM SIGN ZATU651 TIMES AN
|ZATU651xEN~a|,PROTO-CUNEIFORM SIGN ZATU651 TIMES EN-A
|ZATU651xGAR|,PROTO-CUNEIFORM SIGN ZATU651 TIMES GAR
|ZATU651xMA|,PROTO-CUNEIFORM SIGN ZATU651 TIMES MA
|ZATU651xNUN~a|,PROTO-CUNEIFORM SIGN ZATU651 TIMES NUN-A
|ZATU651xSZE~a|,PROTO-CUNEIFORM SIGN ZATU651 TIMES SHE-A
|ZATU651xX|,PROTO-CUNEIFORM SIGN ZATU651 TIMES X
|ZATU651xZAR~c|,PROTO-CUNEIFORM SIGN ZATU651 TIMES ZAR-C
ZATU651@g,PROTO-CUNEIFORM SIGN ZATU651 GUNU
ZATU659,PROTO-CUNEIFORM SIGN ZATU659
|ZATU659x1(N01)|,PROTO-CUNEIFORM SIGN ZATU659 TIMES ONE-N1
|ZATU659x1(N14)|,PROTO-CUNEIFORM SIGN ZATU659 TIMES ONE-N14
|ZATU659x1(N58)@t|,PROTO-CUNEIFORM SIGN ZATU659 TIMES ONE-N58 TENU
ZATU662,PROTO-CUNEIFORM SIGN ZATU662
|ZATU662x1(N14)|,PROTO-CUNEIFORM SIGN ZATU662 TIMES ONE-N14
|ZATU662x1(N14)|,PROTO-CUNEIFORM SIGN ZATU662 TIMES ONE-N14 VARIANT 1
|ZATU662x1(N14)|,PROTO-CUNEIFORM SIGN ZATU662 TIMES ONE-N14 VARIANT 2
ZATU662,PROTO-CUNEIFORM SIGN ZATU662 VARIANT 1
ZATU662,PROTO-CUNEIFORM SIGN ZATU662 VARIANT 2
ZATU662,PROTO-CUNEIFORM SIGN ZATU662 VARIANT 3
ZATU664,PROTO-CUNEIFORM SIGN ZATU664
ZATU665,PROTO-CUNEIFORM SIGN ZATU665
ZATU666,PROTO-CUNEIFORM SIGN ZATU666
ZATU667,PROTO-CUNEIFORM SIGN ZATU667
ZATU668,PROTO-CUNEIFORM SIGN ZATU668
ZATU669,PROTO-CUNEIFORM SIGN ZATU669
ZATU670,PROTO-CUNEIFORM SIGN ZATU670
ZATU672,PROTO-CUNEIFORM SIGN ZATU672
ZATU674,PROTO-CUNEIFORM SIGN ZATU674
ZATU675~a,PROTO-CUNEIFORM SIGN ZATU675-A
ZATU675~b,PROTO-CUNEIFORM SIGN ZATU675-B
ZATU675~b,PROTO-CUNEIFORM SIGN ZATU675-B VARIANT 1
ZATU675~c,PROTO-CUNEIFORM SIGN ZATU675-C
ZATU675~d,PROTO-CUNEIFORM SIGN ZATU675-D
ZATU676~a,PROTO-CUNEIFORM SIGN ZATU676-A
ZATU676~b,PROTO-CUNEIFORM SIGN ZATU676-B
ZATU677~a,PROTO-CUNEIFORM SIGN ZATU677-A
ZATU677~b,PROTO-CUNEIFORM SIGN ZATU677-B
ZATU678,PROTO-CUNEIFORM SIGN ZATU678
ZATU679,PROTO-CUNEIFORM SIGN ZATU679
ZATU680~a1,PROTO-CUNEIFORM SIGN ZATU680-A1
ZATU680~a2,PROTO-CUNEIFORM SIGN ZATU680-A2
ZATU680~b,PROTO-CUNEIFORM SIGN ZATU680-B
ZATU680~b,PROTO-CUNEIFORM SIGN ZATU680-B VARIANT 1
ZATU680~d,PROTO-CUNEIFORM SIGN ZATU680-D
ZATU680~e,PROTO-CUNEIFORM SIGN ZATU680-E
ZATU681,PROTO-CUNEIFORM SIGN ZATU681
ZATU682,PROTO-CUNEIFORM SIGN ZATU682
ZATU683~a,PROTO-CUNEIFORM SIGN ZATU683-A
ZATU683~b,PROTO-CUNEIFORM SIGN ZATU683-B
ZATU683@t,PROTO-CUNEIFORM SIGN ZATU683 TENU
ZATU684,PROTO-CUNEIFORM SIGN ZATU684
ZATU685,PROTO-CUNEIFORM SIGN ZATU685
ZATU686~a,PROTO-CUNEIFORM SIGN ZATU686-A
ZATU686~b,PROTO-CUNEIFORM SIGN ZATU686-B
ZATU686~c,PROTO-CUNEIFORM SIGN ZATU686-C
ZATU687,PROTO-CUNEIFORM SIGN ZATU687
ZATU688~a,PROTO-CUNEIFORM SIGN ZATU688-A
ZATU688~b,PROTO-CUNEIFORM SIGN ZATU688-B
ZATU689,PROTO-CUNEIFORM SIGN ZATU689
ZATU690,PROTO-CUNEIFORM SIGN ZATU690
ZATU691,PROTO-CUNEIFORM SIGN ZATU691
ZATU692,PROTO-CUNEIFORM SIGN ZATU692
ZATU693,PROTO-CUNEIFORM SIGN ZATU693
ZATU693,PROTO-CUNEIFORM SIGN ZATU693 VARIANT 1
ZATU693,PROTO-CUNEIFORM SIGN ZATU693 VARIANT 2
ZATU693@t,PROTO-CUNEIFORM SIGN ZATU693 TENU
ZATU694~a,PROTO-CUNEIFORM SIGN ZATU694-A
ZATU694~b,PROTO-CUNEIFORM SIGN ZATU694-B
ZATU694~c,PROTO-CUNEIFORM SIGN ZATU694-C
ZATU694~c,PROTO-CUNEIFORM SIGN ZATU694-C VARIANT 1
ZATU694~d,PROTO-CUNEIFORM SIGN ZATU694-D
ZATU694~d@t,PROTO-CUNEIFORM SIGN ZATU694-D TENU
ZATU695,PROTO-CUNEIFORM SIGN ZATU695
ZATU696,PROTO-CUNEIFORM SIGN ZATU696
ZATU697~a,PROTO-CUNEIFORM SIGN ZATU697-A
ZATU697~a,PROTO-CUNEIFORM SIGN ZATU697-A VARIANT 1
ZATU697~a,PROTO-CUNEIFORM SIGN ZATU697-A VARIANT 2
ZATU697~a,PROTO-CUNEIFORM SIGN ZATU697-A VARIANT 3
ZATU697~b,PROTO-CUNEIFORM SIGN ZATU697-B
ZATU697~c,PROTO-CUNEIFORM SIGN ZATU697-C
ZATU699~a,PROTO-CUNEIFORM SIGN ZATU699-A
ZATU699~b,PROTO-CUNEIFORM SIGN ZATU699-B
ZATU700,PROTO-CUNEIFORM SIGN ZATU700
ZATU701,PROTO-CUNEIFORM SIGN ZATU701
ZATU702,PROTO-CUNEIFORM SIGN ZATU702
ZATU703,PROTO-CUNEIFORM SIGN ZATU703
ZATU704,PROTO-CUNEIFORM SIGN ZATU704
ZATU705,PROTO-CUNEIFORM SIGN ZATU705
ZATU706,PROTO-CUNEIFORM SIGN ZATU706
ZATU707~a,PROTO-CUNEIFORM SIGN ZATU707-A
ZATU707~b,PROTO-CUNEIFORM SIGN ZATU707-B
ZATU708,PROTO-CUNEIFORM SIGN ZATU708
ZATU709,PROTO-CUNEIFORM SIGN ZATU709
ZATU710,PROTO-CUNEIFORM SIGN ZATU710
ZATU710,PROTO-CUNEIFORM SIGN ZATU710 VARIANT 1
ZATU711,PROTO-CUNEIFORM SIGN ZATU711
ZATU711,PROTO-CUNEIFORM SIGN ZATU711 VARIANT 1
|ZATU711xHI@g~a|,PROTO-CUNEIFORM SIGN ZATU711 TIMES HI GUNU-A
|ZATU711xX|,PROTO-CUNEIFORM SIGN ZATU711 TIMES X
ZATU713,PROTO-CUNEIFORM SIGN ZATU713
ZATU714,PROTO-CUNEIFORM SIGN ZATU714
|ZATU714xHI@g~a|,PROTO-CUNEIFORM SIGN ZATU714 TIMES HI GUNU-A
|ZATU714.RU|,PROTO-CUNEIFORM SIGN ZATU714 BESIDE RU
|ZATU714xX|,PROTO-CUNEIFORM SIGN ZATU714 TIMES X
ZATU717,PROTO-CUNEIFORM SIGN ZATU717
ZATU718,PROTO-CUNEIFORM SIGN ZATU718
ZATU719,PROTO-CUNEIFORM SIGN ZATU719
ZATU720,PROTO-CUNEIFORM SIGN ZATU720
ZATU721,PROTO-CUNEIFORM SIGN ZATU721
ZATU722,PROTO-CUNEIFORM SIGN ZATU722
ZATU723,PROTO-CUNEIFORM SIGN ZATU723
ZATU724,PROTO-CUNEIFORM SIGN ZATU724
ZATU725,PROTO-CUNEIFORM SIGN ZATU725
ZATU725,PROTO-CUNEIFORM SIGN ZATU725 VARIANT 1
ZATU726~a,PROTO-CUNEIFORM SIGN ZATU726-A
ZATU726~c,PROTO-CUNEIFORM SIGN ZATU726-C
ZATU726~d,PROTO-CUNEIFORM SIGN ZATU726-D
ZATU727,PROTO-CUNEIFORM SIGN ZATU727
ZATU728,PROTO-CUNEIFORM SIGN ZATU728
ZATU729,PROTO-CUNEIFORM SIGN ZATU729
ZATU729,PROTO-CUNEIFORM SIGN ZATU729 VARIANT 1
ZATU730,PROTO-CUNEIFORM SIGN ZATU730
ZATU732,PROTO-CUNEIFORM SIGN ZATU732
ZATU733,PROTO-CUNEIFORM SIGN ZATU733
ZATU734,PROTO-CUNEIFORM SIGN ZATU734
ZATU735~a,PROTO-CUNEIFORM SIGN ZATU735-A
ZATU735~b,PROTO-CUNEIFORM SIGN ZATU735-B
ZATU735~b,PROTO-CUNEIFORM SIGN ZATU735-B VARIANT 1
ZATU735~b,PROTO-CUNEIFORM SIGN ZATU735-B VARIANT 2
ZATU735~c,PROTO-CUNEIFORM SIGN ZATU735-C
ZATU736~a,PROTO-CUNEIFORM SIGN ZATU736-A
ZATU736~b,PROTO-CUNEIFORM SIGN ZATU736-B
ZATU737,PROTO-CUNEIFORM SIGN ZATU737
ZATU737,PROTO-CUNEIFORM SIGN ZATU737 VARIANT 1
ZATU737,PROTO-CUNEIFORM SIGN ZATU737 VARIANT 2
|ZATU737xAB~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES AB-A
|ZATU737xBU~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES BU-A
|ZATU737xBUR~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES BUR-A
|ZATU737xDI|,PROTO-CUNEIFORM SIGN ZATU737 TIMES DI
|ZATU737xDI|,PROTO-CUNEIFORM SIGN ZATU737 VARIANT 2 TIMES DI
|ZATU737xE~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES E-A
|ZATU737xEN~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES EN-A
|ZATU737xEN~b|,PROTO-CUNEIFORM SIGN ZATU737 TIMES EN-B
|ZATU737xGAR|,PROTO-CUNEIFORM SIGN ZATU737 TIMES GAR
|ZATU737xGAR|,PROTO-CUNEIFORM SIGN ZATU737 TIMES GAR VARIANT 1
|ZATU737xNI~a@g|,PROTO-CUNEIFORM SIGN ZATU737 TIMES NI-A GUNU
|ZATU737xNIMGIR|,PROTO-CUNEIFORM SIGN ZATU737 TIMES NIMGIR
|ZATU737xSAL|,PROTO-CUNEIFORM SIGN ZATU737 TIMES SAL
|ZATU737xSZE~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES SHE-A
|ZATU737xSZITA~a1|,PROTO-CUNEIFORM SIGN ZATU737 TIMES SHITA-A1
|ZATU737xSZITA@g~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES SHITA GUNU-A
|ZATU737xSU~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES SU-A
|ZATU737xU4|,PROTO-CUNEIFORM SIGN ZATU737 TIMES U4
|ZATU737xUNUG~a|,PROTO-CUNEIFORM SIGN ZATU737 TIMES UNUG-A
|ZATU737xX|,PROTO-CUNEIFORM SIGN ZATU737 TIMES X
ZATU749~a,PROTO-CUNEIFORM SIGN ZATU749-A
ZATU749~a,PROTO-CUNEIFORM SIGN ZATU749-A VARIANT 1
ZATU749~a,PROTO-CUNEIFORM SIGN ZATU749-A VARIANT 2
ZATU749~b,PROTO-CUNEIFORM SIGN ZATU749-B
ZATU749~c,PROTO-CUNEIFORM SIGN ZATU749-C
ZATU750,PROTO-CUNEIFORM SIGN ZATU750
ZATU750,PROTO-CUNEIFORM SIGN ZATU750 VARIANT 1
ZATU750,PROTO-CUNEIFORM SIGN ZATU750 VARIANT 2
ZATU750,PROTO-CUNEIFORM SIGN ZATU750 VARIANT 3
ZATU751~a,PROTO-CUNEIFORM SIGN ZATU751-A
ZATU751~b,PROTO-CUNEIFORM SIGN ZATU751-B
ZATU752,PROTO-CUNEIFORM SIGN ZATU752
ZATU752,PROTO-CUNEIFORM SIGN ZATU752 VARIANT 1
ZATU753,PROTO-CUNEIFORM SIGN ZATU753
ZATU754,PROTO-CUNEIFORM SIGN ZATU754
ZATU755~a,PROTO-CUNEIFORM SIGN ZATU755-A
ZATU755~b,PROTO-CUNEIFORM SIGN ZATU755-B
ZATU756,PROTO-CUNEIFORM SIGN ZATU756
ZATU756,PROTO-CUNEIFORM SIGN ZATU756 VARIANT 1
ZATU757,PROTO-CUNEIFORM SIGN ZATU757
ZATU757,PROTO-CUNEIFORM SIGN ZATU757 VARIANT 1
ZATU758,PROTO-CUNEIFORM SIGN ZATU758
ZATU759,PROTO-CUNEIFORM SIGN ZATU759
ZATU759,PROTO-CUNEIFORM SIGN ZATU759 VARIANT 1
|ZATU759xKU6~a|,PROTO-CUNEIFORM SIGN ZATU759 TIMES KU6-A
|ZATU759x(KU6~a+KU6~a)|,PROTO-CUNEIFORM SIGN ZATU759 TIMES KU6-A JOINING KU6-A
|ZATU759xKU6~d|,PROTO-CUNEIFORM SIGN ZATU759 TIMES KU6-D
|ZATU759xX|,PROTO-CUNEIFORM SIGN ZATU759 TIMES X
|ZATU759@txX|,PROTO-CUNEIFORM SIGN ZATU759 TENU TIMES X
ZATU761,PROTO-CUNEIFORM SIGN ZATU761
ZATU762~a,PROTO-CUNEIFORM SIGN ZATU762-A
ZATU762~a,PROTO-CUNEIFORM SIGN ZATU762-A VARIANT 1
ZATU762~a,PROTO-CUNEIFORM SIGN ZATU762-A VARIANT 2
|ZATU762~axNIM~a|,PROTO-CUNEIFORM SIGN ZATU762-A TIMES NIM-A
ZATU762~b,PROTO-CUNEIFORM SIGN ZATU762-B
|ZATU762~bxAB~a|,PROTO-CUNEIFORM SIGN ZATU762-B TIMES AB-A
ZATU764,PROTO-CUNEIFORM SIGN ZATU764
ZATU765,PROTO-CUNEIFORM SIGN ZATU765
ZATU766,PROTO-CUNEIFORM SIGN ZATU766
ZATU767,PROTO-CUNEIFORM SIGN ZATU767
ZATU768,PROTO-CUNEIFORM SIGN ZATU768
ZATU769,PROTO-CUNEIFORM SIGN ZATU769
ZATU771,PROTO-CUNEIFORM SIGN ZATU771
ZATU772,PROTO-CUNEIFORM SIGN ZATU772
ZATU773~a,PROTO-CUNEIFORM SIGN ZATU773-A
ZATU773~a,PROTO-CUNEIFORM SIGN ZATU773-A VARIANT 1
ZATU773~b,PROTO-CUNEIFORM SIGN ZATU773-B
ZATU774,PROTO-CUNEIFORM SIGN ZATU774
ZATU775,PROTO-CUNEIFORM SIGN ZATU775
ZATU776,PROTO-CUNEIFORM SIGN ZATU776
ZATU776,PROTO-CUNEIFORM SIGN ZATU776 VARIANT 1
ZATU777,PROTO-CUNEIFORM SIGN ZATU777
ZATU777,PROTO-CUNEIFORM SIGN ZATU777 VARIANT 1
ZATU777,PROTO-CUNEIFORM SIGN ZATU777 VARIANT 2
ZATU778,PROTO-CUNEIFORM SIGN ZATU778
ZATU779,PROTO-CUNEIFORM SIGN ZATU779
ZATU780,PROTO-CUNEIFORM SIGN ZATU780
ZATU781,PROTO-CUNEIFORM SIGN ZATU781
ZATU782,PROTO-CUNEIFORM SIGN ZATU782
ZATU783,PROTO-CUNEIFORM SIGN ZATU783
ZATU784,PROTO-CUNEIFORM SIGN ZATU784
ZATU785,PROTO-CUNEIFORM SIGN ZATU785
