𒑱	�
|IGI@g.PAP|	|A@a.A|
|IGI@g.TAK₄.ALAN|	|A@a.A.A|
igigunuₓ	a
|IGI.IB|	|A.A|
|IGI.IGI|	|A.A|
|IGI&IGI.ŠIR&ŠIR.UD&UD|	|A&A.A&A.A&A|
|IGI.KAK|	|A.A|
|IGI.KUR|	|A.A|
|IGI.KUR.ZA|	|A.A.A|
|IGI.LAGAB|	|A.A|
|IGI.LAK248|	|A.A1|
|IGI.LU|	|A.A|
|IGI.LU.LAK248|	|A.A.A1|
|IGI.MAR|	|A.A|
|IGI.MIN|	|A.A|
|IGI.NAGAR|	|A.A|
|IGI.NAGAR.BU|	|A.A.A|
|IGI.NAGAR.ŠIR|	|A.A.A|
|IGI.NI|	|A.A|
igira₂	a
igiraₓ	a
|IGI.RI|	|A.A|
igiru	a
|IGI.RU|	|A.A|
igištu	a
|IGI.SUHUR|	|A.A|
|IGI.TUR|	|A.A|
|IGI.TUR.TUR|	|A.A.A|
|IGI.UR|	|A.A|
|IGI.UR.RU.GAR|	|A.A.A.A|
|IGI.UR@s|	|A.A@a|
|IGI.UR.SAR|	|A.A.A|
|IGI.ZA.MUŠ₃@g|	|A.A.A@a|
|IGI.ZI|	|A.A|
igu	a
ih	a
ih₂	a
ii	a
ik	a
iku	a
iku₂	a
iku@c	a@a
iku@c@v	a@a@a
iku@t	a@a
ikuₓ	a
il	a
IL	A
il₁₀	a
il₂	a
IL₂	A
|IL₂.DUB₂|	|A.A|
|IL₂.IL₂|	|A.A|
|IL₂.KID.DUB₂|	|A.A.A|
|IL₂.MA₂.DUB₂|	|A.A.A|
|IL₂.MA₂.IGI@g|	|A.A.A@a|
IL₂@n	A@a
il₃	a
il₄	a
il₅	a
il₆	a
il₈	a
ila	a
ila₂	a
ilar	a
ilba	a
ilba₂	a
ildag	a
ildag₂	a
ildag₃	a
ildag₄	a
ildu	a
ildu₂	a
ildu₃	a
ildum	a
ildum₂	a
ildum₃	a
ilduma	a
ilduma₂	a
ilduma₃	a
ildumma	a
ildumma₂	a
ildumma₃	a
ildumₓ	a
ilduₓ	a
|IL×GAN₂@t|	|A@a|
ilha	a
ili	a
ilī	a
ili₂	a
ili₅	a
ili₆	a
ili₇	a
ilimmu	a
ILIMMU	A
ilimmu₂	a
ilimmu₃	a
ilimmu₄	a
ilimmuₓ	a
ilimₓ	a
iliₓ	a
illa	a
illag	a
illalₓ	a
illamma	a
illar	a
illat	a
illatu	a
illil	a
illil₂	a
illu	a
illulu	a
illur	a
illuru	a
ilu	a
|I.LU|	|A.A|
|I.LU₂@s.NA|	|A.A@a.A|
ilumer	a
ilumer₂	a
ilumer₃	a
ilₓ	a
im	a
IM	A
im₂	a
im₂⁻	a
im₃	a
im₆	a
|IM.A|	|A.A|
|IM.A.A|	|A.A.A|
|IM.A.AN|	|A.A.A|
|IM.DUB₂|	|A.A|
imdudu	a
|IM.DUGUD|	|A.A|
|IM.DUN₃@g@g.DUN|	|A.A@a@a.A|
|IM.DUN.DUN₃@g@g|	|A.A.A@a@a|
imeriₓ	a
imeₓ	a
IM@g	A@a
imgaga	a
imgaga₂	a
imgaga₃	a
imgagaₓ	a
|IM.GAN₂.HI×NUN.ME.U|	|A.A.A.A.A|
|IM.HI×NUN.ME.U.GAN₂|	|A.A.A.A.A|
imhur₂	a
imhur₃	a
imhur₄	a
imi	a
imi₂	a
|IM%IM|	|A%A|
|IM&IM|	|A&A|
|IM@IM|	|A@A|
imin	a
IMIN	A
imin₂	a
imin₃	a
imina	a
imina₂	a
imina₃	a
iminₓ	a
|IM.KAD₃|	|A.A|
|IM.LAK648|	|A.A1|
imma	a
imma₂	a
imma₃	a
immal	a
immal₂	a
immal₃	a
immalₓ	a
immaₓ	a
immen	a
immen₂	a
|IM.MI|	|A.A|
immin	a
immin₂	a
immindu	a
immindu₂	a
imminte	a
|IM.NE|	|A.A|
|IM.NI.UD|	|A.A.A|
imŋaŋa	a
imŋaŋa₂	a
imŋaŋa₃	a
imŋaŋaₓ	a
|IM.SI|	|A.A|
|IM.SI.A|	|A.A.A|
|IM.ŠITA|	|A.A|
|IM.ŠU₂|	|A.A|
|IM.TAK₄|	|A.A|
|IM×TAK₄|	|A|
|IM.UD|	|A.A|
imₓ	a
in	a
IN	A
in₄	a
in₅	a
in₆	a
ina	a
ina₂	a
inana	a
inanna	a
inbir	a
inbir₂	a
inda	a
inda₃	a
inda₄	a
inda₅	a
indadili	a
indadilida	a
indagara	a
indagra	a
ingar	a
ini	a
ini₂	a
ini₄	a
inim	a
inini	a
inna	a
innana	a
innin	a
inšušinak	a
inšušinaₓ	a
inu₂	a
iŋ₃	a
ip	a
ip₂	a
ipig	a
iq	a
ir	a
IR	A
ir₁₁	a
ir₁₃	a
ir₁₇	a
ir₂	a
ir₃	a
ir₄	a
ir₆	a
ir₉	a
ira₂	a
irbura	a
irda	a
ire₁₄	a
irgi	a
irhan	a
irhandiₓ	a
irhanₓ	a
iri	a
iri₁₁	a
iri₁₂	a
iri₁₄	a
iri₈	a
irib	a
irib₂	a
iribura	a
irigal	a
irigal₂	a
irigal₃	a
irimma	a
irina	a
irina₃	a
irinaₓ	a
irišeb	a
irkab	a
|IR.MUŠ.HA.DIN.BALAG|	|A.A.A.A.A|
irra	a
irsaŋ	a
irtu	a
irₓ	a
is	a
iś	a
iš	a
IŠ	A
iṣ	a
iš₁₀	a
iš₁₁	a
is₂	a
iš₂	a
iṣ₂	a
is₃	a
iš₃	a
iṣ₃	a
iš₄	a
is₅	a
iš₅	a
iš₆	a
iš₇	a
iš₈	a
iš₉	a
|IŠ.A.SUD|	|A.A.A|
išdu	a
išdumₓ	a
išgurₓ	a
išhara	a
išhara₂	a
išhara₃	a
išhara₄	a
išhur₄	a
išhuru	a
išhuru₂	a
išhuru₃	a
išhuru₄	a
išhuru₅	a
išhurum₃	a
išhurum₅	a
isi	a
iši	a
isi₂	a
iši₂	a
isi₃	a
isib	a
išib	a
isim₂	a
isim₃	a
isima	a
isimu	a
isimu₂	a
isimu₃	a
isimu₄	a
isimud	a
isimud₄	a
isimudₓ	a
isin	a
išin	a
isin₂	a
isina	a
isinₓ	a
isirₓ	a
isiš	a
isiš₂	a
isiš₃	a
iski	a
iškilaₓ	a
iskim	a
iškur	a
isla	a
išla	a
isli	a
išli	a
iššebu	a
iššebuₓ	a
ištar	a
ištaran	a
ištaranₓ	a
iṣu	a
isubuₓ	a
|IŠ.UD.KA.BAR|	|A.A.A.A|
|IŠ.URUDA|	|A.A|
išuruengal	a
isurugalₓ	a
isurungal	a
isₓ	a
i@t	a@a
it	a
I@t	A@a
iṭ	a
it₂	a
it₄	a
ita₄	a
ita₅	a
itaₓ	a
iti	a
iti₂	a
iti₃	a
iti₄	a
iti₅	a
itid	a
itid₂	a
itim	a
itima	a
itima₂	a
itimaₓ	a
itinₓ	a
ITI@s	A@a
|ITI@s×BAD|	|A@aA|
|ITI×(U.U.U)@g|	|A(A.A.A)@a|
itiₓ	a
itu	a
itu₂	a
itu₄	a
itu₅	a
itud	a
itud₂	a
itudₓ	a
iu	a
iu₂	a
iw	a
iₓ	a
iya	a
iyi	a
iyu	a
iyya	a
iyyi	a
iyyu	a
iz	a
iz₂	a
iz₃	a
izen	a
izi	a
izi₂	a
izid	a
izim	a
izin	a
izkim	a
izu	a
izun	a
iʾ	a
ka	a
KA	A
ka₁₀	a
ka₁₁	a
ka₁₃	a
ka₁₄	a
ka₁₅	a
KA@180	A@1
ka₂	a
KA₂	A
|KA₂.AN|	|A.A|
|KA₂.AN.RA|	|A.A.A|
|KA₂.GAL|	|A.A|
|KA₂%KA₂|	|A%A|
ka₃	a
ka₄	a
ka₅	a
ka₆	a
|KA×6(DIŠ)|	|A1(A)|
ka₇	a
ka₉	a
|KA×A|	|A|
|KA×A.A|	|A.A|
|KA×AD|	|A|
|KA.AD.KU₃|	|A.A.A|
|KA×(AD.KU₃)|	|A(A.A)|
|KA×(A.LA₂)|	|A(A.A)|
|KA×(A.ME)|	|A(A.A)|
|KA×AŠ|	|A|
|KA×AŠ₂|	|A|
|KA×(A.X)|	|A(A.A)|
kab	a
KAB	A
kab₂	a
|KA×BAD|	|A|
|KA×BAL|	|A|
|KA×BALAG|	|A|
kabar	a
|KA.BAR|	|A.A|
|KA×BAR|	|A|
kabar₂	a
kabarₓ	a
|KAB.BU|	|A.A|
KAB@g	A@a
|KA×BI|	|A|
KAB@s	A@a
kabta	a
|KA×BU|	|A|
|KAB.UŠ|	|A.A|
kabₓ	a
kad	a
kad₂	a
KAD₂	A
|KAD₂.U.SI|	|A.A.A|
kad₃	a
KAD₃	A
|KAD₃.KAD₃|	|A.A|
kad₄	a
KAD₄	A
|KAD₄.KAD₄.KAD₅|	|A.A.A|
kad₅	a
KAD₅	A
|KAD₅&KAD₅|	|A&A|
|KAD₅.KAD₅|	|A.A|
|KAD₅&KAD₅.KAD₅&KAD₅|	|A&A.A&A|
kad₆	a
kad₈	a
|KA.DI|	|A.A|
|KA×DIŠ|	|A|
kadra	a
kadra₃	a
kadraₓ	a
kadri	a
kadri₃	a
kadru	a
kadru₃	a
|KA×DU|	|A|
|KA×DUB₂|	|A|
kadₓ	a
|KA×ERIN₂|	|A|
|KA×EŠ|	|A|
|KA×EŠ₂|	|A|
kag₂	a
|KA×GA|	|A|
|KA×GA₂|	|A|
|KA×GAL|	|A|
|KA×GAN|	|A|
|KA×GAN₂|	|A|
|KA×GAN₂@t|	|A@a|
|KA×(GAN₂@t.ŠA)|	|A(A@a.A)|
|KA×GAN₂@t.ŠA|	|A@a.A|
kagar	a
|KA×GAR|	|A|
|KA×(GAR.ŠA₃.A)|	|A(A.A.A)|
|KA×(GAR.X)|	|A(A.A)|
|KA×GA.SAG|	|A.A|
|KA×GI|	|A|
|KA×GIG|	|A|
|KA×GIR₂|	|A|
|KA×GIŠ|	|A|
|KA.GIŠ%GIŠ|	|A.A%A|
|KA×GIŠ%GIŠ|	|A%A|
|KA×(GIŠ.SAR)|	|A(A.A)|
|KA×GU|	|A|
|KA×GUD|	|A|
|KA×GUR₇|	|A|
|KA.HI|	|A.A|
|KA×HI×AŠ₂|	|A|
|KA.HI.GA|	|A.A.A|
|KA×(HU.SI)|	|A(A.A)|
|KA×IGI|	|A|
|KA×IM|	|A|
kak	a
KAK	A
kak₂	a
|KA&KA|	|A&A|
|KA.KA|	|A.A|
|KA×KA|	|A|
|KA×KAD₃|	|A|
|KA.KAK|	|A.A|
|KA×KAK|	|A|
|KA.KAL|	|A.A|
|KAK+DIŠ|	|A+A|
|KAK.GIŠ|	|A.A|
|KA×KI|	|A|
|KA×KID|	|A|
|KA×KID₂|	|A|
|KAK×IGI@g|	|A@a|
|KA×(KI.ŠU₂)|	|A(A.A)|
|KAK&KAK|	|A&A|
kakkala	a
kakkuda	a
kakkul	a
kakkul₂	a
kakkul₃	a
kakkula	a
kakkuša	a
kakkusₓ	a
kakra	a
kakru	a
|KAK.TAR|	|A.A|
kaku	a
|KA×KU|	|A|
kal	a
KAL	A
kal₂	a
kal₃	a
kal₄	a
kala	a
kala₁₀	a
kala₂	a
kala₃	a
kala₄	a
kala₅	a
kalabₓ	a
kalag	a
kalaga	a
kalam	a
kalama	a
kalamₓ	a
kalaₓ	a
|KAL×BAD|	|A|
kalbu	a
kalbuₓ	a
|KAL.EDIN|	|A.A|
kalga	a
|KA×LI|	|A|
|KA×LI.KA×LI|	|A.A|
|KAL%KAL|	|A%A|
|KA×LU|	|A|
|KA.LUM|	|A.A|
|KA×LUM|	|A|
KAL@v	A@a
kam	a
kam₂	a
KAM₂	A
kam₃	a
kam₄	a
KAM₄	A
kama	a
kama₅	a
kama₆	a
kamad	a
kamad₂	a
kamaru	a
kamaš	a
|KA×MAŠ|	|A|
kamaₓ	a
|KA×ME|	|A|
|KA×(ME.DU)|	|A(A.A)|
|KA×(ME.GAR)|	|A(A.A)|
|KA×(ME.GAR.GAR.RA)|	|A(A.A.A.A)|
|KA×(ME.GI)|	|A(A.A)|
|KA×(ME.ME)|	|A(A.A)|
|KA×MES|	|A|
|KA×(ME.TE)|	|A(A.A)|
|KA×MI|	|A|
|KA×(MI.NUNUZ)|	|A(A.A)|
|KAM×U|	|A|
|KA×MU.KA×MU|	|A.A|
kamuš	a
KAM@v	A@a
kamₓ	a
kan	a
kan₂	a
kan₃	a
kan₄	a
kan₅	a
kan₆	a
kana	a
|KA×NA|	|A|
kana₂	a
kana₃	a
kana₅	a
kana₆	a
kana₇	a
kanam	a
kanaŋ	a
kanaₓ	a
|KA.NE|	|A.A|
|KA×NE|	|A|
|KA×NI₂|	|A|
kankal	a
kankalₓ	a
kankan	a
|KA×NUN|	|A|
kaŋeškaraₓ	a
kap	a
kap₀	a
KAP₀	A
kap₃	a
kapa	a
|KA×PA|	|A|
kapar	a
|KA×PI|	|A|
kaptu	a
kaq	a
kar	a
KA@r	A@a
kar₂	a
kar₃	a
kar₄	a
kar₅	a
kara	a
kara₂	a
kara₄	a
kara₆	a
karadin	a
karadin₁₀	a
karadin₂	a
karadin₃	a
karadin₄	a
karadin₅	a
karadin₇	a
karadin₈	a
karadin₉	a
karam	a
karaš	a
karaš₂	a
karašₓ	a
karaₓ	a
karkar	a
karkara	a
karkidₓ	a
|KAR.MUŠ|	|A.A|
|KA×RU|	|A|
karₓ	a
kas	a
kaš	a
kaṣ	a
kas₂	a
kaš₂	a
kaṣ₂	a
kas₃	a
kaš₃	a
kaṣ₃	a
kas₄	a
kaš₄	a
kaš₄⁻	a
kas₅	a
kaš₅	a
kas₆	a
kaš₆	a
kas₇	a
kasa	a
|KA×SA|	|A|
|KA×ŠA|	|A|
|KA×SAL|	|A|
|KA.SAR|	|A.A|
|KA×SAR|	|A|
|KA×ŠAR₂|	|A|
kašbir	a
kašbirₓ	a
|KA×ŠE|	|A|
|KA×ŠE@f|	|A@a|
KAŠ@g	A@a
|KA×SI|	|A|
|KA×ŠID|	|A|
|KA×SIG|	|A|
kaskal	a
KASKAL	A
|KASKAL.6(DIŠ)|	|A.1(A)|
|KASKAL.BU|	|A.A|
|KASKAL.GA|	|A.A|
|KASKAL.HI×NUN|	|A.A|
|KASKAL&KASKAL.DU&DU.BAD&BAD|	|A&A.A&A.A&A|
|KASKAL&KASKAL.LAGAB&LAGAB|	|A&A.A&A|
|KASKAL.KUR|	|A.A|
|KASKAL.LAGAB|	|A.A|
|KASKAL.LAGAB×U|	|A.A|
|(KASKAL.LAGAB×U)&(KASKAL.LAGAB×U)|	|(A.A)&(A.A)|
|KASKAL.(LAGAB×U)&(LAGAB×U)|	|A.(A)&(A)|
|KASKAL.LAGAB×X|	|A.A|
|KASKAL.PA.DU|	|A.A.A|
|KASKAL.UD@s|	|A.A@a|
|KA.ŠU|	|A.A|
|KA×ŠU|	|A|
|KA×(ŠU.EŠ₂)|	|A(A.A)|
|KA×SUHUR|	|A|
|KA.ŠU.IG|	|A.A.A|
|KA×ŠU.ŠA|	|A.A|
|KA×(ŠU.X)|	|A(A.A)|
kat	a
kat₂	a
kat₃	a
kat₄	a
kat₅	a
kat₇	a
kata₃	a
|KA.TAR|	|A.A|
|KA×TAR|	|A|
|KA×TE|	|A|
|KA×TIL|	|A|
|KA×TU|	|A|
|KA×U|	|A|
|KA.U₂|	|A.A|
|KA×U₂|	|A|
|KA.UD|	|A.A|
|KA×UD|	|A|
|KA.UD.AŠ|	|A.A.A|
|KA.UD.BAR|	|A.A.A|
|KA×UD.BAR|	|A.A|
|KA×UMUM×PA|	|A|
|KA×UR|	|A|
|KA×UR₂|	|A|
|KA×URUDA|	|A|
|KA×UŠ|	|A|
|KA×(U.U.U)|	|A(A.A.A)|
|KA×UZU|	|A|
kaₓ	a
|KA.X|	|A.A|
|KA×X|	|A|
|KA×X.KA×X|	|A.A|
kaz	a
kaz₀	a
kaz₈	a
kazab	a
kazabu	a
kazabur	a
kazaza	a
kazba	a
kazbi	a
kazbu	a
|KA×ZI|	|A|
ke	a
ke₂	a
ke₃	a
ke₄	a
ke₅	a
kel	a
kel₃	a
kele	a
kem	a
ken	a
ken₂	a
kenke	a
ker	a
keš	a
keš₁₈	a
keš₂	a
KEŠ₂	A
|KEŠ₂×A|	|A|
keš₃	a
keš₄	a
keš₈	a
keš₉	a
kešda	a
keše	a
keše₂	a
keše₄	a
kešebₓ	a
keši₁₈	a
keši₂	a
keši₃	a
kešₓ	a
ket	a
ki	a
KI	A
ki₂	a
ki₃	a
ki₄	a
ki₅	a
ki₆	a
ki₇	a
ki₈	a
ki₉	a
|KI.A|	|A.A|
|KI.AN|	|A.A|
|KI.AN.IM|	|A.A.A|
|KI.AN.ŠEŠ.KI|	|A.A.A.A|
|KI.AN.UD|	|A.A.A|
|KI.AŠ.AŠ|	|A.A.A|
kib	a
kib₃	a
|KI.BAD|	|A.A|
|KI×BAD|	|A|
KIB@g	A@a
|KI.BI|	|A.A|
|KI.BI.GAR|	|A.A.A|
|KI.BI.KAK|	|A.A.A|
kibini	a
|KI.BI.NI|	|A.A.A|
kibir₂	a
kibir₃	a
kibirₓ	a
kibsur	a
kibšur	a
kibₓ	a
kid	a
KID	A
kid₁₀	a
kid₂	a
kid₃	a
kid₄	a
kid₅	a
kid₆	a
kid₇	a
kid₈	a
kid₉	a
|KID.BALAG|	|A.A|
kide	a
|KID.MA₂.MAH|	|A.A.A|
|KID.MA₂.ŠU₂|	|A.A.A|
|KID.MA₂.ŠU₂.A|	|A.A.A.A|
|KID.MAH|	|A.A|
|KID.ŠU₂.MA₂|	|A.A.A|
|KI.DU.KAK|	|A.A.A|
kidₓ	a
|KI.E.NE.DI|	|A.A.A.A|
|KI.E.NE.DI.AN.MUŠ₃|	|A.A.A.A.A.A|
|KI.EN.KAK|	|A.A.A|
|KI.EŠ₅|	|A.A|
kig₂	a
|KI.GAL|	|A.A|
|KI.IB|	|A.A|
kik	a
|KI.KAK|	|A.A|
|KI.KAL|	|A.A|
|KI.KAL.BAD|	|A.A.A|
|KI.KAL×BAD|	|A.A|
|KI.KAL.BAD.IDIM|	|A.A.A.A|
|KI.KAL.IDIM|	|A.A.A|
|KI.KA.LU₂|	|A.A.A|
|KI.KA.SAL|	|A.A.A|
|KI.KI|	|A.A|
kikken	a
kikken₂	a
kikkin	a
kikkin₂	a
kikla	a
|KI.KU|	|A.A|
|KI.KU.LU₂|	|A.A.A|
|KI.KU.SAG|	|A.A.A|
kil	a
kil₂	a
kil₃	a
kil₄	a
kilahha	a
|KI.LAL|	|A.A|
|KI.LAM|	|A.A|
kilaₓ	a
kili	a
kili₃	a
kilib	a
kilib₃	a
kilibu	a
kilim	a
kilim₂	a
kilin	a
|KI.LU.EŠ₂|	|A.A.A|
|KI.LU.EŠ₂.GAR.SU.GAR.RA|	|A.A.A.A.A.A.A|
|KI.LUGAL|	|A.A|
|KI.LUGAL.DU|	|A.A.A|
kiluₓ	a
kilₓ	a
kim	a
kim₂	a
kim₃	a
kim₄	a
kim₅	a
kim₆	a
kimin	a
|KI.MIN|	|A.A|
|KI.MUŠ₃@g|	|A.A@a|
kimₓ	a
kin	a
KIN	A
kin₂	a
kin₃	a
kin₄	a
kin₇	a
kin₈	a
kinbur	a
kinda	a
kinda₂	a
kindagal	a
kindagal₂	a
kindaŋal	a
|KI.NE.AN.MUŠ₃|	|A.A.A.A|
|KI.NE@s|	|A.A@a|
kingal	a
kingusila	a
kingusila₂	a
kingusili	a
KINGUSILI	A
kingusili₂	a
|KI.NI|	|A.A|
kinkin	a
|KIN.KIN|	|A.A|
kinkin₂	a
|KIN×UD|	|A|
kinₓ	a
kiŋ	a
kiŋ₂	a
kiŋalₓ	a
kiŋgal	a
kiŋₓ	a
kip	a
kir	a
kir⁻	a
kir₁₀	a
kir₁₁	a
kir₁₃	a
kir₁₄	a
kir₁₇	a
kir₂	a
kir₃	a
kir₄	a
kir₅	a
kir₆	a
kir₇	a
kir₈	a
kir₉	a
kiraš	a
kiraši	a
kirašiₓ	a
kirban	a
kiri	a
kiri₂	a
kiri₃	a
kiri₄	a
kiri₆	a
kiri₇	a
kiri₈	a
kiri₉	a
kirid	a
kiris	a
kirit	a
kiriₓ	a
kirruₓ	a
kirₓ	a
kis	a
kiš	a
KIŠ	A
kiṣ	a
kiš₁₆	a
kis₂	a
kiš₂	a
kiš₅	a
kiša	a
kiša₂	a
|KIŠ.AB@g|	|A.A@a|
kišādu	a
|KI.SAG|	|A.A|
kišag	a
|KI.SAG.DU|	|A.A.A|
|KI.SAG@n|	|A.A@a|
|KI.SAG@n.DU|	|A.A@a.A|
|KI.SAG.SAL|	|A.A.A|
kisal	a
KISAL	A
|KISAL×PAP|	|A|
|KISAL×UD|	|A|
|KIŠ.ARAD|	|A.A|
kiše	a
kiše₄	a
kišeb	a
kišeg	a
kišeg₂	a
kišek	a
kišer	a
|KI.ŠEŠ.KAK|	|A.A.A|
|KI.ŠEŠ.KAK.A|	|A.A.A.A|
KIŠ@g	A@a
|KIŠ@g.ARAD|	|A@a.A|
kisi	a
kiši	a
kiši₁₀	a
kiši₁₁	a
kiši₁₂	a
kiši₁₃	a
kiši₁₄	a
kiši₁₅	a
kiši₁₆	a
kiši₁₇	a
kiši₂	a
kiši₃	a
kiši₄	a
kiši₅	a
kiši₆	a
kiši₇	a
kiši₈	a
kiši₉	a
kišib	a
kišib₂	a
kišib₃	a
kisig	a
kišig	a
kisig₂	a
kišig₂	a
kisiga	a
kišik	a
kišik₂	a
kisim	a
kisim₂	a
kisim₃	a
kisim₄	a
kisim₅	a
KISIM₅	A
kišim₅	a
|KISIM₅×KAK|	|A|
|KISIM₅&KISIM₅|	|A&A|
kisim₆	a
kisim₇	a
kisimₓ	a
kisiₓ	a
kišiₓ	a
kislah	a
kislah₂	a
kislah₃	a
kišli	a
KIŠ@s	A@a
kissa	a
|KIŠ×TIL|	|A|
|KI.SU.LU.EŠ₂|	|A.A.A.A|
|KI.SU.LU.EŠ₂.GAR|	|A.A.A.A.A|
|KI.SU.LU.EŠ₂.GAR.KI|	|A.A.A.A.A.A|
|KI.SU.LU.EŠ₂.GAR.RA|	|A.A.A.A.A.A|
|KI.SU.LU.EŠ₂.KI.GAR|	|A.A.A.A.A.A|
|KI.SU.LU.GAR|	|A.A.A.A|
|KI.SU.LU.GAR.KI|	|A.A.A.A.A|
|KI.SU.LU.KI.GAR|	|A.A.A.A.A|
|KI.SU.LU.LAGAB×U.GAR|	|A.A.A.A.A|
|KI.SU.LU.ŠU.GAR|	|A.A.A.A.A|
|KI.SU.ZA.LU.EŠ₂|	|A.A.A.A.A|
kit	a
kiṭ	a
kit₁₀	a
kit₂	a
kit₉	a
kiteₓ	a
kitim	a
kitiₓ	a
kitₓ	a
|KI×U|	|A|
|KI.UD|	|A.A|
|KI×UD|	|A|
|KI.UD.A|	|A.A.A|
|KI.URU×MIN|	|A.A|
|KI×X|	|A|
kizlah	a
ku	a
KU	A
ku₁₀	a
ku₁₁	a
ku₁₂	a
ku₁₃	a
ku₁₄	a
ku₁₅	a
ku₁₆	a
ku₂	a
ku₃	a
KU₃	A
|KU₃.AN|	|A.A|
|KU₃.GI|	|A.A|
|KU₃.UD|	|A.A|
ku₄	a
KU₄	A
KU₄~a	A~a
ku₅	a
ku₆	a
ku₇	a
KU₇	A
|KU₇.KU₇|	|A.A|
ku₈	a
ku₉	a
kua	a
kua₂	a
|KU.AN|	|A.A|
|KU.AN.RA|	|A.A.A|
kuar	a
kuar₂	a
kuara	a
kuara₂	a
|KU.ARAD|	|A.A|
kub	a
|KU.BU.NUN.TU.KU|	|A.A.A.A.A|
kud	a
kud₃	a
kud₅	a
kud₆	a
|KUD.KUD|	|A.A|
kudma	a
kug	a
|KU.GAR|	|A.A|
kugereₓ	a
|KU.GIŠ%GIŠ|	|A.A%A|
kugre	a
kugu	a
kugur	a
|KU&HI×AŠ₂.KU&HI×AŠ₂|	|A&A.A&A|
kuia	a
kuia₃	a
|KU.IDIM|	|A.A|
kuk	a
kuk₂	a
|KU.KI.SAG|	|A.A.A|
kukku	a
kukku₂	a
kukku₃	a
kukku₄	a
kukku₅	a
kukkuda	a
kukkuda₂	a
kukkug₂	a
kukkuš	a
kukkuša	a
kukkušda	a
kuksu	a
kuksu₂	a
|KU.KU|	|A.A|
kuku₅	a
kukuda₂	a
|KU.KU.KU|	|A.A.A|
kukula	a
kukuₓ	a
kul	a
KUL	A
kul₂	a
kula	a
KUL@d	A@a
kulkul	a
kulla	a
kulluₓ	a
|KUL.ŠA₃|	|A.A|
kulu	a
kulₓ	a
kum	a
kum₂	a
kum₃	a
kum₄	a
kumₓ	a
kun	a
kun₂	a
kun₃	a
kun₄	a
kun₅	a
kun₈	a
kun₉	a
kunga	a
kunga₂	a
kunga₃	a
kungal	a
kungalaₓ	a
kungaₓ	a
kungi	a
kungi₂	a
kungi₃	a
kunigara	a
kunigara₂	a
kunigara₃	a
kunigara₄	a
kunigara₅	a
kunin	a
kunin₂	a
kuninₓ	a
kunu	a
|KU.NU|	|A.A|
kuŋ₂	a
kuŋ₄	a
kuŋ₅	a
kuŋgala	a
kuŋₓ	a
kup	a
kup₃	a
kur	a
KUR	A
kur₁₁	a
kur₁₂	a
kur₁₄	a
kur₁₅	a
kur₂	a
kur₃	a
kur₄	a
kur₅	a
kur₆	a
kur₇	a
kur₉	a
|KUR.BAD|	|A.A|
kurin	a
kurku	a
kurku₂	a
|KUR@KUR|	|A@A|
kurkuₓ	a
|KUR.MUŠ₃|	|A.A|
|KUR.MUŠ₃@g.ZA|	|A.A@a.A|
|KUR.MUŠ₃@g.ZA.KI|	|A.A@a.A.A|
|KUR.RA|	|A.A|
kurrunₓ	a
|KUR.SI.A.GA|	|A.A.A.A|
|KUR.TI|	|A.A|
kuru	a
kuru₁₁	a
kuru₁₃	a
kuru₁₄	a
kuru₂	a
kuru₄	a
kuru₅	a
kuru₇	a
kurud	a
kuruda	a
kurul₁₄	a
kurulₓ	a
kurum₁₀	a
kurum₅	a
kurum₆	a
kurum₇	a
kurummaₓ	a
kurun	a
kurun₂	a
kurun₃	a
kurun₅	a
kurun₆	a
kurunₓ	a
kuruš	a
kurušda	a
kurušdaₓ	a
kuruštumₓ	a
kurₓ	a
|KUR.ZA.KUR.ZI|	|A.A.A.A|
kus	a
kuš	a
kuš₁₀	a
kus₂	a
kuš₂	a
kuš₂⁻	a
kuṣ₂	a
kuš₃	a
kuš₄	a
kuš₅	a
kuš₆	a
kuš₇	a
kuš₈	a
kuš₉	a
kuša	a
kušaₓ	a
kušdim	a
kušgim	a
kušlug	a
kušu	a
kušu₂	a
KUŠU₂	A
|KUŠU₂.AN.MUŠ₃|	|A.A.A|
|KUŠU₂.AN.MUŠ₃@g|	|A.A.A@a|
|KUŠU₂.HI×DIŠ|	|A.A|
|KUŠU₂×KASKAL|	|A|
|KUŠU₂.MUŠ₃|	|A.A|
|KUŠU₂×SAL|	|A|
kušu₃	a
kušu₄	a
kušum	a
kušum₂	a
kušum₃	a
kušum₄	a
kušumₓ	a
kusun	a
kusuₓ	a
kušuₓ	a
kušₓ	a
kut	a
KU@t	A@a
kut₂	a
kutra	a
kutraₓ	a
kutu	a
kuwa₂	a
kuwaₓ	a
kuₓ	a
kuya₂	a
kuyaₓ	a
kuz	a
kuzbi	a
kuzbu	a
la	a
LA	A
la₁₀	a
la₁₂	a
la₂	a
LA₂@t	A@a
la₃	a
la₅	a
la₆	a
la₇	a
la₈	a
lab	a
laban	a
labₓ	a
lad	a
lag	a
lagab	a
LAGAB	A
|LAGAB×1(N01)|	|A1(A1)|
|LAGAB×A|	|A|
|LAGAB×(A.DA.HA)|	|A(A.A.A)|
|LAGAB×(A.GAR)|	|A(A.A)|
|LAGAB×AL|	|A|
|LAGAB×(A.LAL)|	|A(A.A)|
|LAGAB×A.LUM|	|A.A|
